text,stars
Good music. Good food. Good staff. Yellowtail appetizer is amazing and prices are fair.,5
"3.5. Ambiance is a little bright, would be lovely for a lunch! Chairs are no comfortable. But the service was impeccable and patient. Had Biffs red wine, the house line. It's bright and cheerful red that pairs well with everything on the menu we sampled: grilled pickerel bannocko. Which were outstanding- fish roe, a delicate but zesty sauce, and just fried enough fish. I highly recommend. Then the turkey burger - meh, it didn't blow me away, it was fine, no real stand out qualities. The beef cheek pot roast with grits on the other hand was perfectly made. A amazing dish, braised and then roasted. Melt in your mouth meat. But the grits were frothy and flavored just enough with a buttery undertone. Just so so s'more dessert. But I don't like dessert. So go for it, it's dense brownie, not too sugary and has a touch of whimsy as its top with heavily charred marshmallows.",3
"The store is wonderful. It's the groomers that I'm reviewing. I have had 2 terrible run ins with snippity know-it all girls. If you want to be ignored and huffed at, or be bitched at for not bringing in your dog more often, this is the groomers for you.",1
"This restaurant is one of my favourite Japanese place. The ramen is amazing and all the subtle hints of flavour added to every meal makes them come alive. By the way, you must try the chicken karagge with wasabi mayo on the side. Great sake selection",5
"Hands down best ever!!! Both steak and chicken Sammys are AMAZING. 
Sits inside a Sinclair gas station at the corner of pecos and Patrick.  Made to order so takes a couple of minutes. The fries are also amazing. The fries are in a paper bag so no styrofoam ( soggy fries) you could eat this two/three times a week easily!
Go now",5
"Like the vibe in this place, seems like your really in Japan grinding down on some good sushi. I always come back. Friendly staff always a plus.",5
This is it never again will i go to subway. Jersey Mikes has happy trained staff and there for is fresh and delicious every time. I went into this subway today to get a simple salad. I said hello to the young lady behind the counter and i barley got a response. I then asked her what kind of salad do you have and she just shrug your shoulders and said I don't know. Then a teen age boy with a horrible attitude walked in. Neither one of these kids wanted to be there that was easy to see and feel. I asked the boy how was the spinach and with an attitude he said it looks like spinach. I said look smart mouth i wanted know what the quality was. I got my pitiful ugly disgusting salad for $9 what a rip off. But as bad as the food is its nothing compared to the horrible customer service. Please Jersey Mikes come to Anthem,1
"Had the pleasure of being greeting by Ms. Dutch. Warm and friendly and was very knowledgeable of the Swarvorski products. I got 3 great pieces, so go by and see Ms Dutch she will take good care of you!",5
"I love to try new sub shops and Mt. Lebo subs did not disappoint. We ordered the turkey and cheese and Mt. Lebo sub for take out and it was ready in 20 min. I wasn't all that impressed with the potato and macaroni salad, but that's just based on my taste preferences. Otherwise, very good and reasonably priced for the quality.",5
"Review for Liz, piercer. I have not dealt with anyone else nor have I had any other work done here.... yet?

Liz is abfab. She did 6 intimate piercings for me (4, then 2 more, about a month apart) and made the experience memorable (is that a ""duh"" statement?), easy to handle, and totally doable. I was hesitant, for sure, but Liz put me at ease right away!

She is knowledgable, personable, and beyond safe. I have never met anyone so careful, clean, and concerned for her work. She explains what she is doing and why, and how something is used and why it is important. She is careful to keep you part of the experience and does not rush you through anything.

I went back to her for one re-do (not at all a reflection on her work) and one replacement ring (months later, no re-do needed). She is always easy to work with and maintains a high-level of professionalism without being stand-offish or cold in any way.

Liz is amazing and I can't wait to see her for more body jewelry!

-------------

As for the shop in general? Everyone has always been great to me. I can't name anyone specifically, but I have been in here many time to look at tattoos (either for me or friends) and everyone has been helpful, friendly, and ready to get us working. I look forward to checking them out further.",5
"Stopped in tonight for a couple little things, used a card to pay and less than 2 hours later my card account balance was zeroed out at a Walmart super center in Texas!!! Thankfully I have alerts to my account activity and caught it quick. I'll NEVER RETURN TO THIS STORE. BEWARE!!!",1
"This is exactly what I needed today around noon, when the snow was falling, and I was only mid-route (I'm a dog walker). 

This is quite honestly the *best* americano I'd ever had.

I'm a regular at a few different coffee shops in the King West area, but I'm changing my daily route, and going one block out of my way, just so I can grab a coffee at this place!

As everyone has already mentioned, The Slayer is a beautiful and stunning machine. You can't help but notice is when you walk in the door.

The place is very casual, and doesn't have crap all over the walls. It's clean and airy, but still maintains that warm feeling you'd want your local coffee place to have. 

The 2 guys working there (who I think both own he place) are cool guys. 
I just happen to chat about my dog walking business, and one of the owners has a couple of dogs!",5
"Showed up at 2:00, all but three tables were covered with trash and only 20% were occupied. Turned around and left in disguise. Not eating at an establishment where they don't bother cleaning up their tables, especially when it is not busy. They deserve their one star reviews.",1
"I went here twice because it was in the hotel I was staying in (Westin). I was pretty excited that I had a great bar in the hotel so as to avoid having to drive or walk far. 

It's a nice looking restaurant/bar. I sat at the bar so I don't know what the rest of the place looks like. The service here was really good. I didn't have a single problem. 

First night I ordered the bacon and cheddar burger with a pretzel bun. I was skeptical of the bun thinking it was some sort of gimmick, but it was really good! The burger, I ordered it medium rare, came out rare, but I'd rather go that way than the other. The only big problem with this burger is that the onion rings I ordered to go on top of it were red onions. Red onions are not sweet, they are very bland and in turn really bring the taste of the burger way down. I like the sweetness of white/yellow onions. These were not that. I couldn't even eat them, they were gross. 

The second night I was there I ordered the same thing because it really was a great burger. I asked this time if they could make my burger actually medium rare since it was so rare last time. The bartender recommended I order it medium and then it would come out medium rare (you'd think), but it actually came out medium. Uh. They brought me my new burger out and it was fine, but I was irked by the insistence of the person who brought it to immediately cut into it (which I don't, I eat it as a whole burger) to see if it was okay. That was not okay, the burger was. 

I then ordered a dessert that I waffled on. I really wanted the pop tart but then waiter told me it was really small. I then ordered my other choice, the red velvet birthday cake. They should REALLY have a disclaimer that their cake is NOT made in-house. If I want boxed cake I don't need to pay $6 a slice, I can walk to the grocery store and get a whole cake for that. I don't go to restaurants to have boxed dessert, I just don't. This and the onion rings were why it gets this many stars. 

The service is excellent, the bartender that waited on me both times was very nice and the food could be great with a few modifications. I won't be back, but it was an okay place to have dinner a couple of times.",3
"Great food tried a couple of things from their menu , green and yellow curry which was good tried pat sue very good and spring rolls and thai tea was really good not very happy with there pad thai could be improved ...overall fast service good place to dine or order take out",4
I had all FOUR wisdom teeth pulled today! !! I was super nervous after hearing about my friends experiences. Cindy and the rest of the staff was very reassuring. Every one from the assistants to the surgeon made me feel very comfortable and relaxed. The procedure was very fast which I loved. The surgeon communicated with me the whole time which helped a lot. I really like how they take payments too. I would definitely recommend a friend to this place.  You guys did that Westwind! !,4
"Standard Chinese buffet fare...decent selection of options.  General Tso's buffet rule #1 - don't get pieces you have to cut smaller, or you will see what you're eating.  Bland desserts, but for $5, what more can you ask for?",3
"Was looking forward to a good dinner for the wifes bday. She placed the order 50 minutes before the scheduled pick up. Still had to wait 25 minutes more once I got there. The customer service, or lack there of sucked. It was good food, but won't return to this one because of the service.",1
"This refrigeration company is great. We've been using them since 2003 for installation of a new unit, routine maintenance and occasional repairs. They always respond quickly, show up and take care of the problem. No hype, no drama, no surprises, exactly what you want from a business. Fully recommend them to anyone.",5
"Authentic, tasty & expertly prepared food, this pretty much sums up our meal at Haji Baba. 
We decided to have lunch here after reading the glowing reviews for this place on yelp. At first glance, it looked like any other store in a strip mall but inside, it is divided into a store front & a restaurant. The space is clean & the service is excellent/attentive. 

our lunch consisted of a vegetarian combo plate(falafel x2, baba ganouj, tabbouleh, grape leaves x2) shish kabob plate(lamb kabob x5 pieces,rice, lettuce salad with tahini,1 Arabic bread) side of labni( kind of cream cheese), ful mudammas (mix of beans in a flavored curry sauce)- yes we were really hungry :)
In the veggie combo- The falafel was crispy, freshly made & grape leaves were unlike any I have eaten. The ful mudammas was tasty, well prepared/flavored without being spicy. In case of the shish kabob plate- the lamb was well cooked (I asked for medium done meat & that's what I was served) but it was bland. The portions are huge but prices are reasonable . 
Don't miss picking up some yummy middle eastern desserts from the store, to finish up your meal.  
We left Haji Baba, stuffed/content & with lotsa doggie bags!",4
"Oysters from the gulf. Yumm .. Taste like BP.

Just kidding. The oysters were fine and fresh. 
I like the energy in this tavern. The folks are upbeat and friendly. 
Just the place to be for a relaxing evening with a few beers and watch some sports on TV. They'll take good care of you and you can zone out in front of the TV for an hour or so over dinner.

I had 3 types of their tacos and I remember their fish tacos and chicken tacos were very good. The shrimp taco was so-so. 

I'll be back for more.",4
"We had the lunch buffet on Sunday and well worth the $11.99. Loved the Curry chicken and the tikka masala chicken , the garlic naan is so soft and flavorful. Love this place, great food and great customer service!",5
"Had Jason's catered into a class we were in for two days this week and their food was so good!
So we decided to come to Jason's for breakfast / lunch with our kids and its even better in person! Manager greeted us at the door went over menu options. Great prices and portions. I ordered a Ruben 1/2 portion and it came with an option of side salad or soup, I got the salad and I was able to build it myself at the salad bar, which by the way has a wide array of options you don't see at salad bars anymore. Fresh produce! To top it off, you get free ice cream sundaes build your own!!!! Can't wait to come back, the kids loved it.",5
"Where do we even start with Classic Cakes?  First, meeting and working with Ella was very fun.  During our initial tasting, the decision of what to pick was hard because it was all delicious.  It was seriously the best cake we had ever had.  As we narrowed our choices to the top few, Ella gave her opinion on what combinations go well together.  We were very happy with our selection on our wedding day and we were blown away with how beautiful the cake turned out!  Fast forward to our 1 year anniversary...  What would the celebration be without another cake from Classic Cakes?  We had Ella replicate the top layer of our cake!  Once again, it was delicious!  Ella truly is a talented artist, and her cakes, a tasteful masterpiece!",5
"When I strolled into this joint with my pockets bulging with Mandalay Bay chips I expected to be completely blown away. The place is nicely designed and of course has the usual eye-candy-ish host staff at the front desk that you learn to expect at these fancy schmancy type places. The young blond hottie proceeded to seat me right next to another couple who were dressed to impress while I was looking slightly better than alley trash. My first thought was to ask to move, but then I decided that since I might get bored at any moment that I would just sit there and eavesdrop on their conversation. 

When I gamble I usually either GO BIG, or play really conservative, so I decided to treat this meal the same way. I pulled out a quarter and gave it a flip. Tails for cheap. Alright the theme has been set. Instead of ordering the $180 wagyu 8oz steak I opted for the 16? 18? oz $51bone-in rib-eye. For a side-dish I chose the ""caramelized onion and goat cheese scalloped potatoes"" which came in at like $13 or $14. I also ordered WATER. Bottled water sir? No, just regular water please. Oh and with the steak please bring me an $18 a glass of this cheap Cabernet. Would you like an appetizer to start off with sir? No. A salad or some crab-cakes? No thanks. I'm not really starving right now so I can wait. 

So as the waiter rushes off I proceed to listen to the life-stories of this couple I was seated next to and waited for my food. Ahem, Sir the chef sent you this complimentary fries, three different types of fries, each paired with its own special dip. Actually these fries were pretty good, but if you go here, I wouldn't spend 9 bucks for them, just wait for them to get comped. 

Anyhow, the steak was cooked a perfect medium rare, but it had a little more fat and bone than I would have liked. The scalloped potatoes were excellent. A little rich for some people I would suspect but good for me. 
While savoring the taste of the rib-eye, a thought occurred to me: When I cook rib-eyes over mesquite wood at home on my BBQ after seasoning them properly, they taste almost exactly like this. Ahh well, probably just overestimating my own potential again. 

To give this place a fair review I would probably have to kick out more cash than the $94 bucks I spent here. It was good. It is probably a great place to take a date to impress or the wife/girlfriend/mistress for some special occasion.  I guess you are paying for the ambiance.  It was good and I'll probably end up here again after pillaging the Mandalay blackjack tables, but not overly impressive, at least with the cheap stuff I ordered.",3
"I don't mind paying for premium products but this place is a little to over priced. 

The one thing good about this place is that you can go and look and feel how products will be before you order it online or finding a better deal at another place.

It's well kept and in order, and the staff here are friendly as well.",3
One of my favorite spots.  The mango tango margarita is the bomb!  I usually sit at the bar because Joe gives the best service.  The short rib taco is also amazing.  Definitely try this place.,5
"I needed a new system drive SSD installed, the O/S restored on the new SSD and the old SSD cleared of the O/S and added to my storage drives. That was done. 

The rest noted on a detailed sheet was not: All drives changed to GPT, and System Reserve moved from HD RAID 0 to SSD via disconnecting non-system drives and running win repair. I complained to the Manager and he had the Geek, Jose, call me and vigerously argue that GPT can not be put on a drive below 2.2T.

No way Jose, Just because MBR has an upper limit does not mean GPT has a lower limit. MBR on less than 2T is convention not a technology limit of GPT.

I had to make the changes myself. 

That one cost me a near $500.00",1
"I have never been more disappointed in my gastronomic experience in Urbana-Champaign then this past weekend at Destihl ""Brewery"" (who knows if they even brew beer at this place). Having been to Destihl a handful of times before the abominable brunch I suffered through this past weekend I expected an experience somewhat similar to what most people describe here on Yelp. That being a friendly staff, and decent (perhaps even good) food at reasonable prices. 

Unfortunately, Destihl has suffered a complete drain of quality over the last few years. When it opened, Destihl offered hot, quality food served my intellectual and friendly servers who were happy to be working in one of Champaign's better restaurants. Each time I dined at Destihl I noticed the quality of the food, the quality of the service, and the quality of the dining experience was eroding away. This erosion culminated with the brunch a group of friends and I endured this past Sunday. 

I say endured because our meal lasted from 12:30p.m. until 2p.m. The absurd elongation of our meal was not caused by entrancing, deep conversation amongst old friends, or by laggard mastication of our fantastic food. The epoch that was our brunch at Destihl was caused solely by the complete ineptitude and incompetence of our server, the manager, and Destihl as an establishment. 

To begin, our waiter spoke to our group at a volume slightly above ""whisper"". He seemed to not care at all that our decently sized group would likely give him his biggest tip of the day. One could almost assume our waiter was indentured to Destihl and taking our orders, suggesting menu items, and assuring that we were taken care of was a reminder of the chains that confined him. After taking our orders, three of which were simply ""eggs, bacon, and potatoes"" (not worth the $10), our group set off on the marathon that ninety minutes later would end in us getting our food. 

In total our group would watch at least seven other parties wait for a table, be placed near us, taken care of by the same subjugated waiter, eat, pay their bill, and depart. After the fourth group who had arrived after us was served before us, a member of our group called the manager over. At this point we had spent 45 minutes ordering and waiting. 

By this point the waiter had been unable to provide any information about our meal besides, ""they are still working on it, should be out soon."" This information was decrypted by the members of our group through the reading of his lips and not by any sort of audible understanding between him and ourselves. We hoped the manger could provide us with additional information, this would prove to be a fool hearted assumption.

The manager assured us he would check on our order and would return shortly. After three more groups consumed their meals, paid their tabs and departed, and another half an hour passed, the manager had not returned. At this point our group decided that if our food did not arrive by 1:45 PM. we would simply stand up, leave, and eat fast food. 

Finally, at 1:43p.m., 1 hour 13 minutes after arriving our meal was served. Destihl was relatively empty when we arrived and continued to be throughout our meal. Yet, our food took longer to cook than the run time of the original 1931 version of Frankenstein. If you have been to Destihl for brunch you know none of the menu items are difficult to cook, they are largely egg dishes accompanied by breakfast meats, french toasts, or a hot sandwich. Since this experience ended I have wondered what took so long for our food to be cooked and leave the kitchen. 

I have surmised that the reasons for our hour and a half endeavor are a product of the poor quality that now defines Destihl. First, our waiter did not care about us nor did he serve as our representative in the kitchen. Second, the cooks clearly lost track of our order because some food came out steaming hot, some came out only partially complete, and the rest came out lukewarm (presumably having spent an hour under a heat lamp). Finally, the manager who never returned to our table and only after being called over again offered excuse after excuse before finally saying, ""Well, I am sorry.""

To anyone who has invested the time to read my review, thank you. To anyone who has spent the time to read my review and still intends to go to Destihl even after I have made clear my utter frustration and disappointment, I wish you the best of luck. 

To conclude, my friends and I will never eat at Destihl again and I look forward to the restaurant that will soon replace it.",1
"I would be interested in hearing from others who have had this product on for a couple of years.  

We had our granite tops, grout, glass and fixtures done about 2 1/2 years ago, and the fixtures and glass seem to be like they were never done.  The cleaning people are now asking to use CLR to clean the shower doors.  Over all, not impressed.  I THINK if we had used the expensive, proprietary cleaning product, we may have been better off, but we used the most neutral cleaners we felt did the job of cleaning and sanitizing, and the product didn't seem to hold up.  The grout is just about to need professional cleaning.  Too bad",3
"Outstanding customer service.  With all the samples coming to my house, the whole process from start to finish took about an hour.  After ordering it was installed in a week.  Highly recommended.",5
"Cagibi is SO over-rated.

OK I love the look of the place (they get 2 stars for that), I like how it's all cosy, it makes me feel at home (which is like 2 meters away...)  But there's nothing special about their menu. If at least the coffee was good I would totally join the local hipsters with my mac book pro. But yeah, no. Nothing special about the food too, there are better vegetarian food in the neighborhood. And I find it expensive for what it is.

So hey what's the point?",2
"The BEST falafel I have ever had, and I have had some good falafel! The hummus, as you can imagine, is amazing. Good creamy texture and lots of different flavors. Had the jalapeño hummus which was delicious but not as spicy as I had hoped. Aleeta (spelling?) was warm and welcoming, great service! 

The atmosphere is more upscale than I expected. I was thinking this would be a casual dining experience. I was thinking a little more ""fast casual dining"" but this has more of a restaurant feel. I would recommend this place for a business meeting.",5
"I came out to Vegas for my friends bachelorette party and stayed here and oh my  This hotel is the worse. It smells the toilet over flowed , the staff is a little rude. We had to wait 3 hours for check in when they promised us a certain time talking about they short staff. The water heater was leaking and it ruined my clothes shoes and bag. The breakfast buffet was not so good. The eggs were powdered. The French toast was hard as ever. For the cost I could have went somewhere else. The upside to it the endless mimosas was very good. That's the only reason why I gave it a two star. If this and motel 6 was the last available room in Vegas I would stay at motel 6",2
"Our table had the steak frites, Ohio lamb bolognese and the boar pizza and they were all excellent. Flip Side is connected to the restaurant and you can also order from their beer list as well. We made a reservation on Open Table. I'll be back!",4
"I came to sake rok and was completely blown away by the amazing service the bar back Kenny marzola provided. It was above and beyond what I expected. Nothing says party like sake rok! Thanks to all the staff for the hospitality, warm welcome, good times, and entertainment",5
"I'm from Charleston SC, and I've been looking for a place like this since I got here a year ago.. I was soooo ecstatic!! The customer service was super!! Not to mention a very clean establishment.. I ordered the Spicy Sonoma Caesar, my tastebuds were very pleased. I would definitely return and recommend to other.. Long story short I was a happy camper!!  :)",5
Planet Dailies is a great place to dine anytime 24/7. It is conveniently located inside Planet Hollywood. I recommend the blacken chicken or the shrimp pasta for your delightful meal. The server Pierre V provided amazing customer service. I will definitely return again with family and friends.,4
"Being new to the city, I went to Aroma upon the recommendation of a friend (who later told me she stopped going there). I decided to make use of the 15% discount on Tues/Weds and went in for a brazilian ""clean as a whistle"" wax. With the discount, it came out to $35 + tip.

I read on yelp about the efficiency of the place and how quick they are, but I felt like I was part of a production line. I knew I was going to be late for my appointment, so I called in ahead of time to inform them of such. First I thought I was being rushed because I was late, and offered to wait until there was a gap but I was assured it was fine. 

The whole experience was about 6 minutes long. Before I even knew what happened, I was told it was done, and to wipe myself down with the oil for any sticky spots. This was new to me as my past experiences have been full service where they make sure to wipe you down and ensure no wax residue or hair is left behind. All this at a lower price tag.

I walked out of there far from being clean as a whistle. In my 9 years of getting brazilian waxes, this was the least thorough wax done. There were patches left behind, and the butt cheeks weren't even touched. 

Maybe it depends on the technician, but I was very disappointed and will not be returning here.",2
"I am a big fan of Cozumel's at Independence and Broadview Hts.  On this occasion, there must have been a language barrier but I received a Modelo in the bottle when I specifically mentioned I wanted Model draft in 16oz size.  Not the end of the world but two of us had fajitas.  They must have burnt a whole batch because both of ours were heaping portions filled with mostly meat that had a burnt aftertaste.  We could hardly eat it and the server was shocked when we didn't want doggy bags.  I wouldn't feed that to my dogs!  Maybe just an off night but you just can't serve people food you wouldn't serve to friends and family!",2
"For fans of Basik Cafe or the Hawaiian acai bowls, this is the place to come. Great selection, plus ability to add extra toppings. My favorite is the North Shore bowl with added cocoa nibs and bee pollen. Perfect for a hot day",5
"I don't know what other people purchased or sampled, but I was VERY impressed with the product I sampled which was the Venofye Viperlift Bio Syringe.
First the rep, Danielle, applied it to my husbands eyes. After about one minute his eye area looked beyond amazing. 
The price was a bit much, but I know what Botox can cost over the cost of a year, so thanks to Danielle we were able to get the product at a very reasonable price.
However, when I arrived home the syringe didn't work. I was LIVID. I tried calling Danielle, and was unable to reach her on her phone...then I called the Customer service number. This all happened AFTER I read so many negative reviews about this place.
I NEVER should have read those reviews...the customer service people were AMAZING. They said they would ship me a brand new syringe and something extra for my trouble.  
In the meantime, Danielle called me back after seeing she missed my call. I explained what happened and SHE immediately called customer service on my behalf to make sure the product shipped ASAP.
The next day Danielle provided me with the tracking number and my new product was delivered the day after that. The new syringe works perfectly and I couldn't be happier with the results for both my husband and myself.
Now that I have the product at home, I've used it on my ""11's"" and other areas with wrinkles that typically can only be helped with Botox or Restylane. I cannot praise this product enough. It's like a miracle in a bottle! 
As long as this keeps working I'll continue to be a customer.",5
I searched high and low for a decent gel manicure at a good price and was constantly disappointed (or sure that I would catch some sort of disease) but I've finally found my place! I look forward to my gel mani every 2 weeks and always leave happy!,5
"I happily drive 35 minutes to come here despite the fact that there are numerous options much closer to my home. It is more than worth it!!    While I usually see Sonya, all the stylists are great and they all back each other up when necessary.   It is a great value, they run on time and they are all very professional.  I've been a ""regular"" here for more than 6 years and come every three weeks for color, cuts as needed and regular keratin treatments.   I am always happy with the services I receive.  They care about their customers and do everything they can do to ensure I walk out happy.  I am more than a bit surprised to read some of the negative reviews.   They just don't reflect my experiences there.   Give it a try!    You will not be disappointed.",5
"We were in Vegas for New Year's weekend and were so happy that Nannies & Housekeepers USA was able to accomodate our request for a sitter on short notice.  This agency is very professional.  They called and emailed to confirm the time for the sitter to arrive and even offered to provide a resume for our sitter in advance.  

We have a very active two-year old daughter and we were nervous about leaving her with a sitter, but Madeline was FANTASTIC.  We definitely will request her again the next time we are in Vegas.  She was sitting down and reading a book with our daughter within a few minutes of arriving at our hotel room.  We were out on the town for about 4 hours and came back to find our daughter fast asleep.  She had a great time with Madeline.",5
"The service on entry didn't seem too friendly and almost cold but it was something that really didn't phase me. I walked upto the front placed my order and waited for what seemed quick for a large pizza. Got a discount from the cashier who was very pleasant. Bit into it and had literally had an hallelujah moment, of what was possibly the best za I've ever had in this city. Definitely will go there again and try the calzos! Thanks Fresca",5
"You may stop at this place for the beer or the live music or the great staff BUT do the planet a favor and try the ""Superhuman Bowl"".  It is so delicious and stuffed with so many superfoods that I am convinced if the right person ate this thing every day for a week they would come up with the cure for cancer! Could that person be you?? Love this place!",5
Great location. The service was quick and courteous. Plenty of seating inside. The barista helped me figure out the right drink; I had forgotten the name and he knew exactly which one it was by the description. The only reason why I took away a star was that the washroom was closed.,4
Amazing wings at an awesome price! I'm really picky about wings and finally found the perfect Lakewood spot. Definitely a dive bar atmosphere at night which is fine with me. I'll absolutely be back.,5
"This is my favorite park in the Champaign Urbana area! Wonderful playground, picnic area, and a walking/running/skating path that winds through the park. The sculptures are on a rotation, and so usually something new and beautiful. It's a great place to excercise, stroll through a lovely prairie setting, and play with children. For a fun day out, take a kite and a picnic. Lots of open space for both.",4
"My car had shipped cross-country with a relocation company in January.  It arrived with at least $2,500 of body work repair needs.  I heard that Service King was a great choice per a Vegas resident's recommendation and an Acura friendly body shop.  They turned out to be so much more!  After a supplemental estimate was completed, a total of around $4,700 of body work was found to be needed against the pre-existing condition of my car before shipping cross-country.  The relocation company was completely unreliable, unresponsive and then downright unreasonable when we could reach them.  My Service King service advisor, Josh Gnadt, went above and beyond joining calls with the relocation company, keeping me up to speed on a daily basis, and when the relocation company finally caved with paying for all damages he ensured the vehicle's work was done in haste.  The end result is my beautiful Acura TSX that I hardly want to take out of the garage for fear of it being any less stunning.  Thanks so so much to the Service King Falconis guys for helping me through a very trying time and ultimately returning my car to an even better condition than when I shipped out here to Vegas.",5
"Went for the first time this week excited to try a sandwich on Dutch Crunch bread after friends from the Bay Area kept raving about it.  The girl at the counter was very friendly and helped me pick from the huge menu.  I wanted a cold-cut sandwich as opposed to a steak or chicken, and she suggested the Tony Soprano (ham, salami, turkey, provolone, italian dressing).  It was happy hour so I got a free drink and chips.  When they brought out the sandwich my first thought was that it was HUGE...but that didn't stop me from eating the whole darn thing!  :)  That dirty sauce on the bread (which tastes like a twist on tzatziki sauce to me) was awesome.  Looking forward to trying other menu items.  I wish there was closer location to my area in NW Valley, but I'll definitely stop by whenever I make a trip to Ikea or other shopping/events in the area.  I must say that I felt it was a tad over-priced considering it was a  $10 sandwich (which normally does not include the drink and chips), but the people, atmosphere, and taste of that sandwich make it worth the visit, especially during happy hour.  If the price point ever gets much higher though, I might reconsider.",4
"EVERYTHING here is FANTASTIC,,,,BUT THE Towering Sashimi Poki is INSANE!!!!
Also the Baked Lobster Roll and the Baked Scallop Roll are a must try. Not a bad thing on the menu!!!!",5
"Went here for Summerlicious 2013. In a word, this place was horrible but let me give you a few details

Service is terrible. My meal started with my waiter bringing me a warm beer. The time it took for the food to arrive was also incredibly long.

For starter, I got the catfish. It tasted like it was frozen before and they just popped it into the deep fryer before serving it to me. 

For the main course, I got the Chicken and Waffles, which for some unknown reason is ranked #2 on BlogTo. This was the worst fried chicken I've had in my life. Popeye's and KFC are both MUCH tastier than this. Chicken was dry and had no flavor or seasoning at all. And for the Waffles they used AUNT JEMIMA maple syrup (I saw them pour it) which baffled me. How can they be charging so much and serving food like this?
I cannot believe BlogTO ranked this Chicken and Waffles above the Drake Hotel's chicken and waffles even though that dish is ten billion times better. 

For dessert, I got the Almond chocolate kisses, which were all in a big Pizza box. The waiter simply took one out of the pizza box, put it on a plate and served it to me. I was so dissapointed with this meal.

This place basically serves expensive Cafeteria food. Avoid at all costs.",1
"Just opened on the edge of the Ballantyne area is a new Asian Sushi Bar. The restaurant is located behind Bojangles next to Carolina Bistro. We have stopped by a few times and everything has been wonderful. I generally get the Sashimi and the pieces are large and fresh. The sushi rolls are the same large and fresh and their prices are very reasonable compared to others in the area. They also have a Chinese menu and a Teriyaki and Hibachi menu for those who do not like the raw stuff. A friend of mine had the Hibachi and loved it. If you stop by, keep in mind they have just opened and are having the usual growing pains of a new business. One last note, there is no alcohol being served for 30 days due to local regulations. But they will have a full bar soon.
They are open for lunch and dinner 7 days a week!",5
Good burger and large salads.  The daily soups are definitely home-made.,4
"Overall this place is really good. I thoroughly enjoyed their fried rice, potato salad and grilled squid. By far my favorite was their tuna hand roll. For the amount of food they give I was pleasantly surprised when the bill came. They are very reasonably priced. I'll definitely be back.",5
"I had Easter brunch with my wife and daughter, and shortly after leaving all us were sick, we all had the same thing. My daughter called the restaurant and asked if anyone else had a problem and was told we were not the only ones to call and she would have a manager call her back on Monday, never received a call. She called the restaurant again on Tuesday and spoke with a manager who stated no one else had called, and would check on it and call her back, never got a call back. Called the restaurant again, spoke with another manager who said the same thing, total runaround. We will never go back due to the lack of concern by management. Very poor customer service. 

Update as of 1May2017, my daughter and my wife have spoken with the owners wife, who accused my daughter of lying. Nothing has been done to make this right.",1
"Stayed here for 1 night while in Charlotte on business:

Pros:
- Cool building, brand new
- Nicely furnished
- Good bar set up
- Easy parking (valet or parking deck next door)
- Convenient to Uptown restaurants/bars (but may border on dangerous area)

Cons:
- Borderline customer service from the front desk
- Sketchy area

I was really looking forward to staying here due to its location and also that it had a unique design.  Upon checking in I was told that due to being fully booked I had been ""downgraded"" to a room with 2 queen beds vs. a room with a king bed that I had reserved a month prior.  Not the end of the world, but the message could have delivered better and they could have offered something in return (a drink at the bar would have been a nice gesture).  Other interactions with the front desk were just okay.  They could use some customer service training.  So minus 1 star there.

Minus 2 stars for the location.  There is a transit station across the street and I noticed a lot of people loitering.  No big deal in and of itself.  Charlotte is a big city.  However some people may not be comfortable walking through that area.  But from my walk (in daylight) from the hotel to the Uptown restaurant area, I passed at least 6 ARMED security guards outside various business within 2 blocks.  Once I reached a certain point in Uptown, no more security guards.  Hmmmmmmm.  Upon returning, l had to walk past a potential police situation to get to the hotel.  It was going down less than 50 ft. from the hotel lobby.  Basically some teenage (15-18 years old) kids were yelling and trying to intimidate people on the sidewalk.  Cops showed up, 6 of them - THANK YOU MEN AND WOMEN IN BLUE.  The cops were very calm as the punks tried to escalate the situation.  People going in and out of the hotel were very uncomfortable and it was a fairly volatile situation for 15 minutes or so.  Obviously the hotel has no control over what goes on in the streets around them, so it's not their fault but...

Bottom line is you will more than likely be totally safe if you don't walk alone at night around the hotel...typical big city advice.  However, there are a lot of other hotels in different parts of Uptown that are safer and where I wouldn't think twice about walking around by myself at night.  And that's where I'll be staying in the future.",2
Love this Farmers Market!! Although I think they are a bit over priced but that's what you get for living in the middle of a desert!,4
"Great place to find the best bargain on our new mattress, lavender scented memory foam pillows and bamboo sheets! The staff was professional and finally, I will highly recommend this place to my friends!",5
"I was there because I heard my friend saying that there's finally a bubble tea inside UofT! Yeah!!!
But it turns out that I didn't get bubble tea, instead I got the the whole grape fruit juice drink. It is truely refreshing, and very suitable to drink during the hard time study at Robarts library!
My friend said that the signature jasmine green cheesy tea is also very good, so I'm definitely gonna try that for the next time.",5
"I think that Subway is awful and this place is worse.  They have bland sandwiches and then for some reason they squish them.  I guess that is their thing, but it's not good.",1
"WOW ..... Great burgers Great service 
Walked in thinking it was your usual burger joint I was surprised with the friendly service and perfectly cooked burger",5
